in s,C1 in V
-1.1985387E+00,-3.601685E-03
-1.1985204E+00,-2.228394E-03
-1.1985021E+00,-2.686157E-03
-1.1984838E+00,-5.127563E-03
-1.1984655E+00,-3.754272E-03
-1.1984472E+00,-2.533569E-03
-1.1984288E+00,-3.143921E-03
-1.1984105E+00,-4.822388E-03
-1.1983922E+00,-3.296509E-03
-1.1983739E+00,-1.923218E-03
-1.1983556E+00,-2.991333E-03
-1.1983373E+00,-4.669800E-03
-1.1983190E+00,-2.533569E-03
-1.1983007E+00,-2.380981E-03
-1.1982823E+00,-6.348267E-03
-1.1982640E+00,-6.348267E-03
-1.1982457E+00,-3.449097E-03
-1.1982274E+00,-3.754272E-03
-1.1982091E+00,-5.890503E-03
-1.1981908E+00,-7.111206E-03
-1.1981725E+00,-5.280151E-03
-1.1981542E+00,-6.195679E-03
-1.1981358E+00,-6.958618E-03
-1.1981175E+00,-6.195679E-03
-1.1980992E+00,-5.890503E-03
-1.1980809E+00,-6.958618E-03
-1.1980626E+00,-8.331909E-03
-1.1980443E+00,-6.043091E-03
-1.1980260E+00,-5.737915E-03
-1.1980077E+00,-6.500854E-03
-1.1979894E+00,-6.806030E-03
-1.1979710E+00,-3.449097E-03
-1.1979527E+00,-3.601685E-03
-1.1979344E+00,-5.432739E-03
-1.1979161E+00,-6.195679E-03
-1.1978978E+00,-4.822388E-03
-1.1978795E+00,-6.958618E-03
-1.1978612E+00,-7.568970E-03
-1.1978429E+00,-6.500854E-03
-1.1978245E+00,-5.432739E-03
-1.1978062E+00,-6.806030E-03
-1.1977879E+00,-8.179321E-03
-1.1977696E+00,-7.416382E-03
-1.1977513E+00,-7.263794E-03
-1.1977330E+00,-9.094849E-03
-1.1977147E+00,-9.247437E-03
-1.1976964E+00,-7.721558E-03
-1.1976780E+00,-9.247437E-03
-1.1976597E+00,-1.077332E-02
-1.1976414E+00,-9.247437E-03
-1.1976231E+00,-8.026733E-03
-1.1976048E+00,-7.721558E-03
-1.1975865E+00,-9.400024E-03
-1.1975682E+00,-7.416382E-03
-1.1975499E+00,-6.653442E-03
-1.1975316E+00,-8.026733E-03
-1.1975132E+00,-8.331909E-03
-1.1974949E+00,-6.195679E-03
-1.1974766E+00,-5.585327E-03
-1.1974583E+00,-9.552612E-03
-1.1974400E+00,-9.400024E-03
-1.1974217E+00,-7.721558E-03
-1.1974034E+00,-9.705200E-03
-1.1973851E+00,-1.107849E-02
-1.1973667E+00,-1.016296E-02
-1.1973484E+00,-9.094849E-03
-1.1973301E+00,-1.031555E-02
-1.1973118E+00,-1.123108E-02
-1.1972935E+00,-1.001038E-02
-1.1972752E+00,-7.416382E-03
-1.1972569E+00,-7.721558E-03
-1.1972386E+00,-8.789673E-03
-1.1972202E+00,-7.874146E-03
-1.1972019E+00,-8.179321E-03
-1.1971836E+00,-1.001038E-02
-1.1971653E+00,-9.094849E-03
-1.1971470E+00,-6.958618E-03
-1.1971287E+00,-7.721558E-03
-1.1971104E+00,-7.874146E-03
-1.1970921E+00,-7.416382E-03
-1.1970738E+00,-5.890503E-03
-1.1970554E+00,-8.179321E-03
-1.1970371E+00,-9.094849E-03
-1.1970188E+00,-8.026733E-03
-1.1970005E+00,-6.195679E-03
-1.1969822E+00,-9.705200E-03
-1.1969639E+00,-9.552612E-03
-1.1969456E+00,-6.653442E-03
-1.1969273E+00,-7.111206E-03
-1.1969089E+00,-9.400024E-03
-1.1968906E+00,-8.484497E-03
-1.1968723E+00,-6.500854E-03
-1.1968540E+00,-6.958618E-03
-1.1968357E+00,-7.874146E-03
-1.1968174E+00,-5.890503E-03
-1.1967991E+00,-5.585327E-03
-1.1967808E+00,-6.806030E-03
-1.1967624E+00,-7.721558E-03
-1.1967441E+00,-5.737915E-03
-1.1967258E+00,-6.806030E-03
-1.1967075E+00,-8.484497E-03
-1.1966892E+00,-7.263794E-03
-1.1966709E+00,-6.348267E-03
-1.1966526E+00,-4.059448E-03
-1.1966343E+00,-6.348267E-03
-1.1966160E+00,-6.958618E-03
-1.1965976E+00,-5.127563E-03
-1.1965793E+00,-5.890503E-03
-1.1965610E+00,-6.958618E-03
-1.1965427E+00,-6.348267E-03
-1.1965244E+00,-5.280151E-03
-1.1965061E+00,-6.958618E-03
-1.1964878E+00,-8.637085E-03
-1.1964695E+00,-7.416382E-03
-1.1964511E+00,-6.195679E-03
-1.1964328E+00,-7.568970E-03
-1.1964145E+00,-6.958618E-03
-1.1963962E+00,-3.601685E-03
-1.1963779E+00,-3.296509E-03
-1.1963596E+00,-4.974976E-03
-1.1963413E+00,-4.364624E-03
-1.1963230E+00,-2.991333E-03
-1.1963046E+00,-5.432739E-03
-1.1962863E+00,-7.111206E-03
-1.1962680E+00,-6.500854E-03
-1.1962497E+00,-4.822388E-03
-1.1962314E+00,-6.806030E-03
-1.1962131E+00,-6.195679E-03
-1.1961948E+00,-5.280151E-03
-1.1961765E+00,-4.364624E-03
-1.1961582E+00,-6.653442E-03
-1.1961398E+00,-5.737915E-03
-1.1961215E+00,-4.364624E-03
-1.1961032E+00,-6.043091E-03
-1.1960849E+00,-8.942261E-03
-1.1960666E+00,-8.789673E-03
-1.1960483E+00,-7.416382E-03
-1.1960300E+00,-9.094849E-03
-1.1960117E+00,-9.552612E-03
-1.1959933E+00,-8.179321E-03
-1.1959750E+00,-6.348267E-03
-1.1959567E+00,-7.721558E-03
-1.1959384E+00,-9.857788E-03
-1.1959201E+00,-7.721558E-03
-1.1959018E+00,-6.958618E-03
-1.1958835E+00,-8.179321E-03
-1.1958652E+00,-8.942261E-03
-1.1958468E+00,-6.958618E-03
-1.1958285E+00,-8.789673E-03
-1.1958102E+00,-9.857788E-03
-1.1957919E+00,-8.789673E-03
-1.1957736E+00,-7.111206E-03
-1.1957553E+00,-7.416382E-03
-1.1957370E+00,-8.789673E-03
-1.1957187E+00,-7.568970E-03
-1.1957004E+00,-6.195679E-03
-1.1956820E+00,-8.942261E-03
-1.1956637E+00,-1.001038E-02
-1.1956454E+00,-7.721558E-03
-1.1956271E+00,-8.179321E-03
-1.1956088E+00,-9.857788E-03
-1.1955905E+00,-1.001038E-02
-1.1955722E+00,-8.789673E-03
-1.1955539E+00,-9.400024E-03
-1.1955355E+00,-1.123108E-02
-1.1955172E+00,-9.552612E-03
-1.1954989E+00,-8.331909E-03
-1.1954806E+00,-8.331909E-03
-1.1954623E+00,-1.077332E-02
-1.1954440E+00,-1.031555E-02
-1.1954257E+00,-7.874146E-03
-1.1954074E+00,-9.857788E-03
-1.1953890E+00,-9.400024E-03
-1.1953707E+00,-8.942261E-03
-1.1953524E+00,-8.942261E-03
-1.1953341E+00,-1.107849E-02
-1.1953158E+00,-1.031555E-02
-1.1952975E+00,-8.484497E-03
-1.1952792E+00,-8.789673E-03
-1.1952609E+00,-1.046814E-02
-1.1952426E+00,-1.046814E-02
-1.1952242E+00,-8.484497E-03
-1.1952059E+00,-9.857788E-03
-1.1951876E+00,-1.107849E-02
-1.1951693E+00,-8.331909E-03
-1.1951510E+00,-8.179321E-03
-1.1951327E+00,-1.016296E-02
-1.1951144E+00,-1.016296E-02
-1.1950961E+00,-8.484497E-03
-1.1950777E+00,-8.484497E-03
-1.1950594E+00,-9.094849E-03
-1.1950411E+00,-8.789673E-03
-1.1950228E+00,-8.179321E-03
-1.1950045E+00,-9.705200E-03
-1.1949862E+00,-1.168884E-02
-1.1949679E+00,-1.001038E-02
-1.1949496E+00,-9.247437E-03
-1.1949312E+00,-9.094849E-03
-1.1949129E+00,-9.094849E-03
-1.1948946E+00,-7.263794E-03
-1.1948763E+00,-7.263794E-03
-1.1948580E+00,-8.484497E-03
-1.1948397E+00,-8.331909E-03
-1.1948214E+00,-5.280151E-03
-1.1948031E+00,-4.669800E-03
-1.1947848E+00,-7.568970E-03
-1.1947664E+00,-7.263794E-03
-1.1947481E+00,-6.500854E-03
-1.1947298E+00,-7.874146E-03
-1.1947115E+00,-9.247437E-03
-1.1946932E+00,-7.874146E-03
-1.1946749E+00,-6.195679E-03
-1.1946566E+00,-8.026733E-03
-1.1946383E+00,-8.637085E-03
-1.1946199E+00,-6.653442E-03
-1.1946016E+00,-5.737915E-03
-1.1945833E+00,-8.789673E-03
-1.1945650E+00,-7.568970E-03
-1.1945467E+00,-5.737915E-03
-1.1945284E+00,-6.806030E-03
-1.1945101E+00,-8.637085E-03
-1.1944918E+00,-8.637085E-03
-1.1944734E+00,-7.111206E-03
-1.1944551E+00,-8.484497E-03
-1.1944368E+00,-9.857788E-03
-1.1944185E+00,-8.942261E-03
-1.1944002E+00,-8.331909E-03
-1.1943819E+00,-1.199402E-02
-1.1943636E+00,-1.199402E-02
-1.1943453E+00,-1.001038E-02
-1.1943270E+00,-9.247437E-03
-1.1943086E+00,-1.016296E-02
-1.1942903E+00,-1.123108E-02
-1.1942720E+00,-9.857788E-03
-1.1942537E+00,-1.077332E-02
-1.1942354E+00,-1.199402E-02
-1.1942171E+00,-1.229919E-02
-1.1941988E+00,-8.637085E-03
-1.1941805E+00,-1.107849E-02
-1.1941621E+00,-1.260437E-02
-1.1941438E+00,-1.107849E-02
-1.1941255E+00,-1.077332E-02
-1.1941072E+00,-1.214661E-02
-1.1940889E+00,-1.275696E-02
-1.1940706E+00,-1.092590E-02
-1.1940523E+00,-1.031555E-02
-1.1940340E+00,-1.138367E-02
-1.1940156E+00,-1.199402E-02
-1.1939973E+00,-9.094849E-03
-1.1939790E+00,-9.552612E-03
-1.1939607E+00,-1.153625E-02
-1.1939424E+00,-9.400024E-03
-1.1939241E+00,-7.111206E-03
-1.1939058E+00,-9.400024E-03
-1.1938875E+00,-1.168884E-02
-1.1938692E+00,-9.247437E-03
-1.1938508E+00,-9.247437E-03
-1.1938325E+00,-1.107849E-02
-1.1938142E+00,-1.062073E-02
-1.1937959E+00,-8.484497E-03
-1.1937776E+00,-9.705200E-03
-1.1937593E+00,-1.062073E-02
-1.1937410E+00,-1.107849E-02
-1.1937227E+00,-9.705200E-03
-1.1937043E+00,-9.552612E-03
-1.1936860E+00,-1.168884E-02
-1.1936677E+00,-1.092590E-02
-1.1936494E+00,-1.046814E-02
-1.1936311E+00,-1.168884E-02
-1.1936128E+00,-1.214661E-02
-1.1935945E+00,-1.245178E-02
-1.1935762E+00,-1.031555E-02
-1.1935578E+00,-1.306213E-02
-1.1935395E+00,-1.290955E-02
-1.1935212E+00,-1.077332E-02
-1.1935029E+00,-1.092590E-02
-1.1934846E+00,-1.290955E-02
-1.1934663E+00,-1.260437E-02
-1.1934480E+00,-1.046814E-02
-1.1934297E+00,-1.245178E-02
-1.1934114E+00,-1.275696E-02
-1.1933930E+00,-1.168884E-02
-1.1933747E+00,-1.138367E-02
-1.1933564E+00,-1.336731E-02
-1.1933381E+00,-1.367249E-02
-1.1933198E+00,-1.168884E-02
-1.1933015E+00,-1.138367E-02
-1.1932832E+00,-1.413025E-02
-1.1932649E+00,-1.428284E-02
-1.1932465E+00,-1.214661E-02
-1.1932282E+00,-1.306213E-02
-1.1932099E+00,-1.565613E-02
-1.1931916E+00,-1.489319E-02
-1.1931733E+00,-1.260437E-02
-1.1931550E+00,-1.245178E-02
-1.1931367E+00,-1.306213E-02
-1.1931184E+00,-1.168884E-02
-1.1931000E+00,-1.016296E-02
-1.1930817E+00,-1.260437E-02
-1.1930634E+00,-1.214661E-02
-1.1930451E+00,-1.001038E-02
-1.1930268E+00,-1.031555E-02
-1.1930085E+00,-1.275696E-02
-1.1929902E+00,-1.260437E-02
-1.1929719E+00,-1.077332E-02
-1.1929536E+00,-1.153625E-02
-1.1929352E+00,-1.443542E-02
-1.1929169E+00,-1.214661E-02
-1.1928986E+00,-1.077332E-02
-1.1928803E+00,-1.138367E-02
-1.1928620E+00,-1.214661E-02
-1.1928437E+00,-1.123108E-02
-1.1928254E+00,-9.400024E-03
-1.1928071E+00,-1.138367E-02
-1.1927887E+00,-1.229919E-02
-1.1927704E+00,-1.107849E-02
-1.1927521E+00,-1.275696E-02
-1.1927338E+00,-1.596130E-02
-1.1927155E+00,-1.580872E-02
-1.1926972E+00,-1.336731E-02
-1.1926789E+00,-1.321472E-02
-1.1926606E+00,-1.474060E-02
-1.1926422E+00,-1.351990E-02
-1.1926239E+00,-1.290955E-02
-1.1926056E+00,-1.351990E-02
-1.1925873E+00,-1.397766E-02
-1.1925690E+00,-1.214661E-02
-1.1925507E+00,-1.199402E-02
-1.1925324E+00,-1.443542E-02
-1.1925141E+00,-1.550354E-02
-1.1924958E+00,-1.397766E-02
-1.1924774E+00,-1.413025E-02
-1.1924591E+00,-1.641907E-02
-1.1924408E+00,-1.489319E-02
-1.1924225E+00,-1.336731E-02
-1.1924042E+00,-1.397766E-02
-1.1923859E+00,-1.641907E-02
-1.1923676E+00,-1.535095E-02
-1.1923493E+00,-1.535095E-02
-1.1923309E+00,-1.733459E-02
-1.1923126E+00,-1.870789E-02
-1.1922943E+00,-1.626648E-02
-1.1922760E+00,-1.626648E-02
-1.1922577E+00,-1.702942E-02
-1.1922394E+00,-1.702942E-02
-1.1922211E+00,-1.565613E-02
-1.1922028E+00,-1.489319E-02
-1.1921844E+00,-1.687683E-02
-1.1921661E+00,-1.535095E-02
-1.1921478E+00,-1.336731E-02
-1.1921295E+00,-1.519836E-02
-1.1921112E+00,-1.718201E-02
-1.1920929E+00,-1.611389E-02
-1.1920746E+00,-1.397766E-02
-1.1920563E+00,-1.489319E-02
-1.1920380E+00,-1.626648E-02
-1.1920196E+00,-1.428284E-02
-1.1920013E+00,-1.321472E-02
-1.1919830E+00,-1.626648E-02
-1.1919647E+00,-1.565613E-02
-1.1919464E+00,-1.351990E-02
-1.1919281E+00,-1.397766E-02
-1.1919098E+00,-1.519836E-02
-1.1918915E+00,-1.367249E-02
-1.1918731E+00,-1.275696E-02
-1.1918548E+00,-1.504578E-02
-1.1918365E+00,-1.611389E-02
-1.1918182E+00,-1.367249E-02
-1.1917999E+00,-1.428284E-02
-1.1917816E+00,-1.565613E-02
-1.1917633E+00,-1.580872E-02
-1.1917450E+00,-1.489319E-02
-1.1917266E+00,-1.535095E-02
-1.1917083E+00,-1.840271E-02
-1.1916900E+00,-1.733459E-02
-1.1916717E+00,-1.474060E-02
-1.1916534E+00,-1.474060E-02
-1.1916351E+00,-1.641907E-02
-1.1916168E+00,-1.641907E-02
-1.1915985E+00,-1.397766E-02
-1.1915802E+00,-1.626648E-02
-1.1915618E+00,-1.687683E-02
-1.1915435E+00,-1.382507E-02
-1.1915252E+00,-1.275696E-02
-1.1915069E+00,-1.428284E-02
-1.1914886E+00,-1.535095E-02
-1.1914703E+00,-1.397766E-02
-1.1914520E+00,-1.413025E-02
-1.1914337E+00,-1.535095E-02
-1.1914153E+00,-1.428284E-02
-1.1913970E+00,-1.290955E-02
-1.1913787E+00,-1.397766E-02
-1.1913604E+00,-1.611389E-02
-1.1913421E+00,-1.413025E-02
-1.1913238E+00,-1.260437E-02
-1.1913055E+00,-1.367249E-02
-1.1912872E+00,-1.489319E-02
-1.1912688E+00,-1.397766E-02
-1.1912505E+00,-1.321472E-02
-1.1912322E+00,-1.428284E-02
-1.1912139E+00,-1.504578E-02
-1.1911956E+00,-1.336731E-02
-1.1911773E+00,-1.428284E-02
-1.1911590E+00,-1.626648E-02
-1.1911407E+00,-1.550354E-02
-1.1911224E+00,-1.489319E-02
-1.1911040E+00,-1.443542E-02
-1.1910857E+00,-1.535095E-02
-1.1910674E+00,-1.504578E-02
-1.1910491E+00,-1.321472E-02
-1.1910308E+00,-1.565613E-02
-1.1910125E+00,-1.763977E-02
-1.1909942E+00,-1.474060E-02
-1.1909759E+00,-1.336731E-02
-1.1909575E+00,-1.550354E-02
-1.1909392E+00,-1.702942E-02
-1.1909209E+00,-1.580872E-02
-1.1909026E+00,-1.657166E-02
-1.1908843E+00,-1.733459E-02
-1.1908660E+00,-1.718201E-02
-1.1908477E+00,-1.596130E-02
-1.1908294E+00,-1.718201E-02
-1.1908110E+00,-1.886047E-02
-1.1907927E+00,-1.840271E-02
-1.1907744E+00,-1.596130E-02
-1.1907561E+00,-1.794495E-02
-1.1907378E+00,-1.886047E-02
-1.1907195E+00,-1.626648E-02
-1.1907012E+00,-1.397766E-02
-1.1906829E+00,-1.596130E-02
-1.1906646E+00,-1.550354E-02
-1.1906462E+00,-1.428284E-02
-1.1906279E+00,-1.260437E-02
-1.1906096E+00,-1.550354E-02
-1.1905913E+00,-1.565613E-02
-1.1905730E+00,-1.290955E-02
-1.1905547E+00,-1.367249E-02
-1.1905364E+00,-1.580872E-02
-1.1905181E+00,-1.367249E-02
-1.1904997E+00,-1.138367E-02
-1.1904814E+00,-1.275696E-02
-1.1904631E+00,-1.306213E-02
-1.1904448E+00,-1.062073E-02
-1.1904265E+00,-9.400024E-03
-1.1904082E+00,-1.260437E-02
-1.1903899E+00,-1.123108E-02
-1.1903716E+00,-1.077332E-02
-1.1903532E+00,-1.229919E-02
-1.1903349E+00,-1.428284E-02
-1.1903166E+00,-1.336731E-02
-1.1902983E+00,-1.199402E-02
-1.1902800E+00,-1.306213E-02
-1.1902617E+00,-1.458801E-02
-1.1902434E+00,-1.260437E-02
-1.1902251E+00,-1.077332E-02
-1.1902068E+00,-1.306213E-02
-1.1901884E+00,-1.428284E-02
-1.1901701E+00,-1.351990E-02
-1.1901518E+00,-1.321472E-02
-1.1901335E+00,-1.458801E-02
-1.1901152E+00,-1.290955E-02
-1.1900969E+00,-1.199402E-02
-1.1900786E+00,-1.245178E-02
-1.1900603E+00,-1.474060E-02
-1.1900419E+00,-1.397766E-02
-1.1900236E+00,-1.214661E-02
-1.1900053E+00,-1.306213E-02
-1.1899870E+00,-1.351990E-02
-1.1899687E+00,-1.138367E-02
-1.1899504E+00,-1.046814E-02
-1.1899321E+00,-1.229919E-02
-1.1899138E+00,-1.336731E-02
-1.1898954E+00,-1.107849E-02
-1.1898771E+00,-1.077332E-02
-1.1898588E+00,-1.321472E-02
-1.1898405E+00,-1.214661E-02
-1.1898222E+00,-1.107849E-02
-1.1898039E+00,-1.168884E-02
-1.1897856E+00,-1.458801E-02
-1.1897673E+00,-1.153625E-02
-1.1897490E+00,-1.092590E-02
-1.1897306E+00,-1.168884E-02
-1.1897123E+00,-1.397766E-02
-1.1896940E+00,-1.229919E-02
-1.1896757E+00,-1.153625E-02
-1.1896574E+00,-1.306213E-02
-1.1896391E+00,-1.321472E-02
-1.1896208E+00,-1.138367E-02
-1.1896025E+00,-1.123108E-02
-1.1895841E+00,-1.321472E-02
-1.1895658E+00,-1.321472E-02
-1.1895475E+00,-1.031555E-02
-1.1895292E+00,-1.107849E-02
-1.1895109E+00,-1.290955E-02
-1.1894926E+00,-1.199402E-02
-1.1894743E+00,-1.168884E-02
-1.1894560E+00,-1.382507E-02
-1.1894376E+00,-1.504578E-02
-1.1894193E+00,-1.321472E-02
-1.1894010E+00,-1.275696E-02
-1.1893827E+00,-1.489319E-02
-1.1893644E+00,-1.413025E-02
-1.1893461E+00,-1.107849E-02
-1.1893278E+00,-9.857788E-03
-1.1893095E+00,-1.092590E-02
-1.1892912E+00,-1.031555E-02
-1.1892728E+00,-8.026733E-03
-1.1892545E+00,-8.637085E-03
-1.1892362E+00,-1.077332E-02
-1.1892179E+00,-8.789673E-03
-1.1891996E+00,-8.331909E-03
-1.1891813E+00,-1.184143E-02
-1.1891630E+00,-1.290955E-02
-1.1891447E+00,-1.092590E-02
-1.1891263E+00,-1.062073E-02
-1.1891080E+00,-1.153625E-02
-1.1890897E+00,-1.214661E-02
-1.1890714E+00,-1.001038E-02
-1.1890531E+00,-9.400024E-03
-1.1890348E+00,-1.214661E-02
-1.1890165E+00,-1.046814E-02
-1.1889982E+00,-8.179321E-03
-1.1889798E+00,-9.705200E-03
-1.1889615E+00,-1.138367E-02
-1.1889432E+00,-9.094849E-03
-1.1889249E+00,-7.568970E-03
-1.1889066E+00,-9.705200E-03
-1.1888883E+00,-9.094849E-03
-1.1888700E+00,-7.263794E-03
-1.1888517E+00,-7.568970E-03
-1.1888334E+00,-1.046814E-02
-1.1888150E+00,-1.046814E-02
-1.1887967E+00,-9.552612E-03
-1.1887784E+00,-1.123108E-02
-1.1887601E+00,-1.199402E-02
-1.1887418E+00,-9.857788E-03
-1.1887235E+00,-9.247437E-03
-1.1887052E+00,-1.031555E-02
-1.1886869E+00,-1.199402E-02
-1.1886685E+00,-1.016296E-02
-1.1886502E+00,-8.484497E-03
-1.1886319E+00,-1.016296E-02
-1.1886136E+00,-1.138367E-02
-1.1885953E+00,-9.247437E-03
-1.1885770E+00,-1.046814E-02
-1.1885587E+00,-1.199402E-02
-1.1885404E+00,-1.260437E-02
-1.1885220E+00,-1.046814E-02
-1.1885037E+00,-1.138367E-02
-1.1884854E+00,-1.168884E-02
-1.1884671E+00,-1.031555E-02
-1.1884488E+00,-8.789673E-03
-1.1884305E+00,-1.016296E-02
-1.1884122E+00,-1.107849E-02
-1.1883939E+00,-9.094849E-03
-1.1883756E+00,-7.568970E-03
-1.1883572E+00,-1.016296E-02
-1.1883389E+00,-1.077332E-02
-1.1883206E+00,-8.331909E-03
-1.1883023E+00,-8.331909E-03
-1.1882840E+00,-1.062073E-02
-1.1882657E+00,-9.705200E-03
-1.1882474E+00,-8.789673E-03
-1.1882291E+00,-9.552612E-03
-1.1882107E+00,-1.001038E-02
-1.1881924E+00,-8.179321E-03
-1.1881741E+00,-6.348267E-03
-1.1881558E+00,-8.026733E-03
-1.1881375E+00,-9.094849E-03
-1.1881192E+00,-6.806030E-03
-1.1881009E+00,-6.653442E-03
-1.1880826E+00,-8.331909E-03
-1.1880642E+00,-8.331909E-03
-1.1880459E+00,-7.263794E-03
-1.1880276E+00,-8.331909E-03
-1.1880093E+00,-9.552612E-03
-1.1879910E+00,-9.094849E-03
-1.1879727E+00,-6.806030E-03
-1.1879544E+00,-8.026733E-03
-1.1879361E+00,-8.942261E-03
-1.1879178E+00,-7.263794E-03
-1.1878994E+00,-4.822388E-03
-1.1878811E+00,-7.263794E-03
-1.1878628E+00,-7.721558E-03
-1.1878445E+00,-6.653442E-03
-1.1878262E+00,-6.348267E-03
-1.1878079E+00,-8.179321E-03
-1.1877896E+00,-8.179321E-03
-1.1877713E+00,-6.195679E-03
-1.1877529E+00,-8.026733E-03
-1.1877346E+00,-1.001038E-02
-1.1877163E+00,-9.705200E-03
-1.1876980E+00,-7.416382E-03
-1.1876797E+00,-7.263794E-03
-1.1876614E+00,-9.247437E-03
-1.1876431E+00,-7.874146E-03
-1.1876248E+00,-7.111206E-03
-1.1876064E+00,-9.857788E-03
-1.1875881E+00,-1.077332E-02
-1.1875698E+00,-9.400024E-03
-1.1875515E+00,-7.874146E-03
-1.1875332E+00,-9.247437E-03
-1.1875149E+00,-9.857788E-03
-1.1874966E+00,-7.568970E-03
-1.1874783E+00,-7.721558E-03
-1.1874600E+00,-9.552612E-03
-1.1874416E+00,-1.001038E-02
-1.1874233E+00,-9.247437E-03
-1.1874050E+00,-1.107849E-02
-1.1873867E+00,-1.245178E-02
-1.1873684E+00,-1.046814E-02
-1.1873501E+00,-7.568970E-03
-1.1873318E+00,-1.001038E-02
-1.1873135E+00,-1.138367E-02
-1.1872951E+00,-8.484497E-03
-1.1872768E+00,-9.247437E-03
-1.1872585E+00,-1.107849E-02
-1.1872402E+00,-9.857788E-03
-1.1872219E+00,-8.942261E-03
-1.1872036E+00,-9.552612E-03
-1.1871853E+00,-1.123108E-02
-1.1871670E+00,-1.138367E-02
-1.1871486E+00,-9.400024E-03
-1.1871303E+00,-1.001038E-02
-1.1871120E+00,-9.857788E-03
-1.1870937E+00,-7.874146E-03
-1.1870754E+00,-6.500854E-03
-1.1870571E+00,-1.031555E-02
-1.1870388E+00,-1.184143E-02
-1.1870205E+00,-8.789673E-03
-1.1870022E+00,-9.094849E-03
-1.1869838E+00,-1.062073E-02
-1.1869655E+00,-1.046814E-02
-1.1869472E+00,-8.484497E-03
-1.1869289E+00,-9.552612E-03
-1.1869106E+00,-9.705200E-03
-1.1868923E+00,-8.331909E-03
-1.1868740E+00,-6.653442E-03
-1.1868557E+00,-8.637085E-03
-1.1868373E+00,-1.001038E-02
-1.1868190E+00,-8.026733E-03
-1.1868007E+00,-7.874146E-03
-1.1867824E+00,-1.001038E-02
-1.1867641E+00,-9.857788E-03
-1.1867458E+00,-8.026733E-03
-1.1867275E+00,-8.331909E-03
-1.1867092E+00,-1.046814E-02
-1.1866908E+00,-1.001038E-02
-1.1866725E+00,-6.958618E-03
-1.1866542E+00,-7.568970E-03
-1.1866359E+00,-9.400024E-03
-1.1866176E+00,-8.026733E-03
-1.1865993E+00,-6.043091E-03
-1.1865810E+00,-6.653442E-03
-1.1865627E+00,-6.348267E-03
