in s,C1 in V
-8.0700984E-01,-7.104553E-02
-8.0699153E-01,-6.906189E-02
-8.0697322E-01,-6.662048E-02
-8.0695490E-01,-6.570496E-02
-8.0693659E-01,-6.326355E-02
-8.0691828E-01,-5.944885E-02
-8.0689997E-01,-5.456604E-02
-8.0688166E-01,-5.090393E-02
-8.0686334E-01,-4.602112E-02
-8.0684503E-01,-3.961243E-02
-8.0682672E-01,-3.366150E-02
-8.0680841E-01,-2.999939E-02
-8.0679010E-01,-2.420105E-02
-8.0677178E-01,-2.008118E-02
-8.0675347E-01,-1.733459E-02
-8.0673516E-01,-1.413025E-02
-8.0671685E-01,-7.111206E-03
-8.0669854E-01,-7.025146E-04
-8.0668022E-01,4.180298E-03
-8.0666191E-01,1.058899E-02
-8.0664360E-01,1.898132E-02
-8.0662529E-01,2.752625E-02
-8.0660698E-01,3.393494E-02
-8.0658866E-01,4.156433E-02
-8.0657035E-01,4.965149E-02
-8.0655204E-01,5.560242E-02
-8.0653373E-01,6.094299E-02
-8.0651542E-01,6.719910E-02
-8.0649710E-01,7.406555E-02
-8.0647879E-01,7.955872E-02
-8.0646048E-01,8.505188E-02
-8.0644217E-01,8.917175E-02
-8.0642386E-01,9.390198E-02
-8.0640554E-01,9.634338E-02
-8.0638723E-01,9.939514E-02
-8.0636892E-01,1.041254E-01
-8.0635061E-01,1.090082E-01
-8.0633230E-01,1.111444E-01
-8.0631398E-01,1.143488E-01
-8.0629567E-01,1.181635E-01
-8.0627736E-01,1.180109E-01
-8.0625905E-01,1.170953E-01
-8.0624074E-01,1.177057E-01
-8.0622242E-01,1.167902E-01
-8.0620411E-01,1.143488E-01
-8.0618580E-01,1.116022E-01
-8.0616749E-01,1.120599E-01
-8.0614918E-01,1.123651E-01
-8.0613086E-01,1.090082E-01
-8.0611255E-01,1.079401E-01
-8.0609424E-01,1.087030E-01
-8.0607593E-01,1.071771E-01
-8.0605762E-01,1.032098E-01
-8.0603930E-01,1.004633E-01
-8.0602099E-01,9.832703E-02
-8.0600268E-01,9.313904E-02
-8.0598437E-01,8.505188E-02
-8.0596606E-01,7.986389E-02
-8.0594774E-01,7.452332E-02
-8.0592943E-01,6.689392E-02
-8.0591112E-01,5.926453E-02
-8.0589281E-01,5.407654E-02
-8.0587450E-01,4.888855E-02
-8.0585618E-01,4.156433E-02
-8.0583787E-01,3.393494E-02
-8.0581956E-01,2.737366E-02
-8.0580125E-01,2.020203E-02
-8.0578294E-01,1.058899E-02
-8.0576462E-01,4.332886E-03
-8.0574631E-01,-8.551025E-04
-8.0572800E-01,-8.026733E-03
-8.0570969E-01,-1.397766E-02
-8.0569138E-01,-1.870789E-02
-8.0567306E-01,-2.114929E-02
-8.0565475E-01,-2.542175E-02
-8.0563644E-01,-2.862610E-02
-8.0561813E-01,-2.893127E-02
-8.0559982E-01,-3.183044E-02
-8.0558150E-01,-3.671326E-02
-8.0556319E-01,-3.991760E-02
-8.0554488E-01,-4.220642E-02
-8.0552657E-01,-4.739441E-02
-8.0550826E-01,-5.532898E-02
-8.0548994E-01,-5.990662E-02
-8.0547163E-01,-6.265320E-02
-8.0545332E-01,-6.738342E-02
-8.0543501E-01,-7.104553E-02
-8.0541670E-01,-7.318176E-02
-8.0539838E-01,-7.516541E-02
-8.0538007E-01,-8.004822E-02
-8.0536176E-01,-8.248962E-02
-8.0534345E-01,-8.340515E-02
-8.0532514E-01,-8.371033E-02
-8.0530682E-01,-8.676208E-02
-8.0528851E-01,-8.905090E-02
-8.0527020E-01,-8.874573E-02
-8.0525189E-01,-9.240784E-02
-8.0523358E-01,-9.606995E-02
-8.0521526E-01,-9.896912E-02
-8.0519695E-01,-9.942688E-02
-8.0517864E-01,-1.018683E-01
-8.0516033E-01,-1.041571E-01
-8.0514202E-01,-1.043097E-01
-8.0512370E-01,-1.047675E-01
-8.0510539E-01,-1.072089E-01
-8.0508708E-01,-1.094977E-01
-8.0506877E-01,-1.110236E-01
-8.0505046E-01,-1.128546E-01
-8.0503214E-01,-1.172797E-01
-8.0501383E-01,-1.213995E-01
-8.0499552E-01,-1.221625E-01
-8.0497721E-01,-1.242987E-01
-8.0495890E-01,-1.273505E-01
-8.0494058E-01,-1.261298E-01
-8.0492227E-01,-1.244513E-01
-8.0490396E-01,-1.241461E-01
-8.0488565E-01,-1.221625E-01
-8.0486734E-01,-1.172797E-01
-8.0484902E-01,-1.122443E-01
-8.0483071E-01,-1.096503E-01
-8.0481240E-01,-1.073615E-01
-8.0479409E-01,-1.014105E-01
-8.0477578E-01,-9.912170E-02
-8.0475746E-01,-9.927429E-02
-8.0473915E-01,-9.500183E-02
-8.0472084E-01,-8.935608E-02
-8.0470253E-01,-8.447327E-02
-8.0468422E-01,-8.035339E-02
-8.0466590E-01,-7.348694E-02
-8.0464759E-01,-6.601013E-02
-8.0462928E-01,-5.944885E-02
-8.0461097E-01,-5.471863E-02
-8.0459266E-01,-4.800476E-02
-8.0457434E-01,-4.129089E-02
-8.0455603E-01,-3.762878E-02
-8.0453772E-01,-3.411926E-02
-8.0451941E-01,-2.877869E-02
-8.0450110E-01,-2.160706E-02
-8.0448278E-01,-1.626648E-02
-8.0446447E-01,-7.721558E-03
-8.0444616E-01,4.027710E-03
-8.0442785E-01,1.409851E-02
-8.0440954E-01,2.218567E-02
-8.0439122E-01,3.286682E-02
-8.0437291E-01,4.202209E-02
-8.0435460E-01,4.782043E-02
-8.0433629E-01,5.483948E-02
-8.0431798E-01,6.277405E-02
-8.0429966E-01,6.918274E-02
-8.0428135E-01,7.253967E-02
-8.0426304E-01,7.803284E-02
-8.0424473E-01,8.230530E-02
-8.0422642E-01,8.505188E-02
-8.0420810E-01,8.627258E-02
-8.0418979E-01,8.825623E-02
-8.0417148E-01,9.054504E-02
-8.0415317E-01,9.130798E-02
-8.0413486E-01,9.100281E-02
-8.0411654E-01,9.283386E-02
-8.0409823E-01,9.420715E-02
-8.0407992E-01,9.344421E-02
-8.0406161E-01,9.268127E-02
-8.0404330E-01,9.222351E-02
-8.0402498E-01,9.359680E-02
-8.0400667E-01,8.917175E-02
-8.0398836E-01,8.703552E-02
-8.0397005E-01,8.581482E-02
-8.0395174E-01,8.322083E-02
-8.0393342E-01,8.016907E-02
-8.0391511E-01,7.864319E-02
-8.0389680E-01,7.772766E-02
-8.0387849E-01,7.421814E-02
-8.0386018E-01,6.918274E-02
-8.0384186E-01,6.719910E-02
-8.0382355E-01,6.323181E-02
-8.0380524E-01,5.697571E-02
-8.0378693E-01,5.041443E-02
-8.0376862E-01,4.507385E-02
-8.0375030E-01,3.942810E-02
-8.0373199E-01,3.149353E-02
-8.0371368E-01,2.523743E-02
-8.0369537E-01,2.127014E-02
-8.0367706E-01,1.394592E-02
-8.0365874E-01,5.401001E-03
-8.0364043E-01,-1.770630E-03
-8.0362212E-01,-8.789673E-03
-8.0360381E-01,-1.794495E-02
-8.0358550E-01,-2.557434E-02
-8.0356718E-01,-3.167786E-02
-8.0354887E-01,-3.533997E-02
-8.0353056E-01,-4.434265E-02
-8.0351225E-01,-5.120911E-02
-8.0349394E-01,-5.212463E-02
-8.0347562E-01,-5.487122E-02
-8.0345731E-01,-5.868591E-02
-8.0343900E-01,-6.127991E-02
-8.0342069E-01,-6.005920E-02
-8.0340238E-01,-6.158508E-02
-8.0338406E-01,-6.539978E-02
-8.0336575E-01,-6.646790E-02
-8.0334744E-01,-6.738342E-02
-8.0332913E-01,-7.058777E-02
-8.0331082E-01,-7.440247E-02
-8.0329250E-01,-7.531799E-02
-8.0327419E-01,-7.714905E-02
-8.0325588E-01,-8.081116E-02
-8.0323757E-01,-8.355774E-02
-8.0321926E-01,-8.416809E-02
-8.0320094E-01,-8.599915E-02
-8.0318263E-01,-8.935608E-02
-8.0316432E-01,-9.072937E-02
-8.0314601E-01,-8.996643E-02
-8.0312770E-01,-9.027161E-02
-8.0310938E-01,-9.225525E-02
-8.0309107E-01,-8.996643E-02
-8.0307276E-01,-8.676208E-02
-8.0305445E-01,-8.645691E-02
-8.0303614E-01,-8.584656E-02
-8.0301782E-01,-8.248962E-02
-8.0299951E-01,-8.020081E-02
-8.0298120E-01,-8.050598E-02
-8.0296289E-01,-8.004822E-02
-8.0294458E-01,-7.669128E-02
-8.0292626E-01,-7.501282E-02
-8.0290795E-01,-7.592834E-02
-8.0288964E-01,-7.363953E-02
-8.0287133E-01,-7.196106E-02
-8.0285302E-01,-7.135071E-02
-8.0283470E-01,-7.180847E-02
-8.0281639E-01,-6.997742E-02
-8.0279808E-01,-6.753601E-02
-8.0277977E-01,-6.707825E-02
-8.0276146E-01,-6.570496E-02
-8.0274314E-01,-6.158508E-02
-8.0272483E-01,-5.792297E-02
-8.0270652E-01,-5.716003E-02
-8.0268821E-01,-5.288757E-02
-8.0266990E-01,-4.647888E-02
-8.0265158E-01,-4.251160E-02
-8.0263327E-01,-4.098572E-02
-8.0261496E-01,-3.717102E-02
-8.0259665E-01,-3.183044E-02
-8.0257834E-01,-2.893127E-02
-8.0256002E-01,-2.679504E-02
-8.0254171E-01,-2.053894E-02
-8.0252340E-01,-1.336731E-02
-8.0250509E-01,-8.026733E-03
-8.0248678E-01,-3.449097E-03
-8.0246846E-01,4.943237E-03
-8.0245015E-01,1.226746E-02
-8.0243184E-01,1.791321E-02
-8.0241353E-01,2.310120E-02
-8.0239522E-01,3.179871E-02
-8.0237690E-01,3.851257E-02
-8.0235859E-01,4.202209E-02
-8.0234028E-01,4.675232E-02
-8.0232197E-01,5.255066E-02
-8.0230366E-01,5.621277E-02
-8.0228534E-01,5.895935E-02
-8.0226703E-01,6.597839E-02
-8.0224872E-01,7.345520E-02
-8.0223041E-01,7.757507E-02
-8.0221210E-01,8.123718E-02
-8.0219378E-01,8.764587E-02
-8.0217547E-01,9.359680E-02
-8.0215716E-01,9.497009E-02
-8.0213885E-01,9.756409E-02
-8.0212054E-01,1.030573E-01
-8.0210222E-01,1.050409E-01
-8.0208391E-01,1.067194E-01
-8.0206560E-01,1.109918E-01
-8.0204729E-01,1.158746E-01
-8.0202898E-01,1.161798E-01
-8.0201066E-01,1.152643E-01
-8.0199235E-01,1.170953E-01
-8.0197404E-01,1.196893E-01
-8.0195573E-01,1.180109E-01
-8.0193742E-01,1.170953E-01
-8.0191910E-01,1.177057E-01
-8.0190079E-01,1.166376E-01
-8.0188248E-01,1.108392E-01
-8.0186417E-01,1.083978E-01
-8.0184586E-01,1.080927E-01
-8.0182754E-01,1.062616E-01
-8.0180923E-01,1.019891E-01
-8.0179092E-01,1.006158E-01
-8.0177261E-01,9.908997E-02
-8.0175430E-01,9.451233E-02
-8.0173598E-01,8.917175E-02
-8.0171767E-01,8.734070E-02
-8.0169936E-01,8.352600E-02
-8.0168105E-01,7.696472E-02
-8.0166274E-01,7.147156E-02
-8.0164442E-01,6.857239E-02
-8.0162611E-01,6.262146E-02
-8.0160780E-01,5.483948E-02
-8.0158949E-01,4.797302E-02
-8.0157118E-01,4.293762E-02
-8.0155286E-01,3.637634E-02
-8.0153455E-01,2.966248E-02
-8.0151624E-01,2.523743E-02
-8.0149793E-01,2.111755E-02
-8.0147962E-01,1.516663E-02
-8.0146130E-01,7.689819E-03
-8.0144299E-01,4.027710E-03
-8.0142468E-01,6.042480E-05
-8.0140637E-01,-6.348267E-03
-8.0138806E-01,-1.245178E-02
-8.0136974E-01,-1.687683E-02
-8.0135143E-01,-2.343811E-02
-8.0133312E-01,-3.106750E-02
-8.0131481E-01,-3.518738E-02
-8.0129650E-01,-3.732361E-02
-8.0127818E-01,-4.129089E-02
-8.0125987E-01,-4.647888E-02
-8.0124156E-01,-4.800476E-02
-8.0122325E-01,-4.937805E-02
-8.0120494E-01,-5.471863E-02
-8.0118662E-01,-5.899109E-02
-8.0116831E-01,-6.066956E-02
-8.0115000E-01,-6.219543E-02
-8.0113169E-01,-6.585754E-02
-8.0111338E-01,-6.860413E-02
-8.0109506E-01,-6.677307E-02
-8.0107675E-01,-6.601013E-02
-8.0105844E-01,-6.601013E-02
-8.0104013E-01,-6.616272E-02
-8.0102182E-01,-6.372131E-02
-8.0100350E-01,-6.356873E-02
-8.0098519E-01,-6.417908E-02
-8.0096688E-01,-6.326355E-02
-8.0094857E-01,-6.234802E-02
-8.0093026E-01,-6.478943E-02
-8.0091194E-01,-6.890930E-02
-8.0089363E-01,-6.951965E-02
-8.0087532E-01,-6.997742E-02
-8.0085701E-01,-7.196106E-02
-8.0083870E-01,-7.272400E-02
-8.0082038E-01,-7.089294E-02
-8.0080207E-01,-7.074036E-02
-8.0078376E-01,-7.241882E-02
-8.0076545E-01,-7.257141E-02
-8.0074714E-01,-7.211365E-02
-8.0072882E-01,-7.257141E-02
-8.0071051E-01,-7.547058E-02
-8.0069220E-01,-7.440247E-02
-8.0067389E-01,-7.287659E-02
-8.0065558E-01,-7.409729E-02
-8.0063726E-01,-7.501282E-02
-8.0061895E-01,-7.348694E-02
-8.0060064E-01,-7.287659E-02
-8.0058233E-01,-7.440247E-02
-8.0056402E-01,-7.455505E-02
-8.0054570E-01,-7.165588E-02
-8.0052739E-01,-7.150330E-02
-8.0050908E-01,-7.104553E-02
-8.0049077E-01,-6.829895E-02
-8.0047246E-01,-6.539978E-02
-8.0045414E-01,-6.387390E-02
-8.0043583E-01,-6.280579E-02
-8.0041752E-01,-5.929626E-02
-8.0039921E-01,-5.502380E-02
-8.0038090E-01,-5.456604E-02
-8.0036258E-01,-5.410828E-02
-8.0034427E-01,-4.998840E-02
-8.0032596E-01,-4.724182E-02
-8.0030765E-01,-4.678406E-02
-8.0028934E-01,-4.434265E-02
-8.0027102E-01,-3.945984E-02
-8.0025271E-01,-3.701843E-02
-8.0023440E-01,-3.625549E-02
-8.0021609E-01,-3.274597E-02
-8.0019778E-01,-2.648987E-02
-8.0017946E-01,-2.298035E-02
-8.0016115E-01,-2.206482E-02
-8.0014284E-01,-1.672424E-02
-8.0012453E-01,-8.789673E-03
-8.0010622E-01,-6.653442E-03
-8.0008790E-01,-1.618042E-03
-8.0006959E-01,5.706177E-03
-8.0005128E-01,1.333557E-02
-8.0003297E-01,1.821838E-02
-8.0001466E-01,2.477966E-02
-7.9999634E-01,3.271423E-02
-7.9997803E-01,3.713928E-02
-7.9995972E-01,3.927551E-02
-7.9994141E-01,4.431091E-02
-7.9992310E-01,4.995667E-02
-7.9990478E-01,5.209290E-02
-7.9988647E-01,5.453430E-02
-7.9986816E-01,5.941711E-02
-7.9984985E-01,6.384216E-02
-7.9983154E-01,6.429993E-02
-7.9981322E-01,6.414734E-02
-7.9979491E-01,6.643616E-02
-7.9977660E-01,6.811462E-02
-7.9975829E-01,6.750427E-02
-7.9973998E-01,6.735168E-02
-7.9972166E-01,6.887756E-02
-7.9970335E-01,6.765686E-02
-7.9968504E-01,6.384216E-02
-7.9966673E-01,6.277405E-02
-7.9964842E-01,6.246887E-02
-7.9963010E-01,5.911194E-02
-7.9961179E-01,5.575500E-02
-7.9959348E-01,5.590759E-02
-7.9957517E-01,5.377136E-02
-7.9955686E-01,4.995667E-02
-7.9953854E-01,4.568420E-02
-7.9952023E-01,4.370056E-02
-7.9950192E-01,3.973328E-02
-7.9948361E-01,3.469788E-02
-7.9946530E-01,3.149353E-02
-7.9944698E-01,2.996765E-02
-7.9942867E-01,2.554260E-02
-7.9941036E-01,1.898132E-02
-7.9939205E-01,1.272522E-02
-7.9937374E-01,8.147583E-03
-7.9935542E-01,-9.216309E-05
-7.9933711E-01,-8.179321E-03
-7.9931880E-01,-1.260437E-02
-7.9930049E-01,-1.657166E-02
-7.9928218E-01,-2.267517E-02
-7.9926386E-01,-2.832092E-02
-7.9924555E-01,-3.213562E-02
-7.9922724E-01,-3.793396E-02
-7.9920893E-01,-4.449524E-02
-7.9919062E-01,-4.785217E-02
-7.9917230E-01,-5.044617E-02
-7.9915399E-01,-5.487122E-02
-7.9913568E-01,-5.990662E-02
-7.9911737E-01,-6.250061E-02
-7.9909906E-01,-6.372131E-02
-7.9908074E-01,-6.601013E-02
-7.9906243E-01,-6.860413E-02
-7.9904412E-01,-6.738342E-02
-7.9902581E-01,-6.524719E-02
-7.9900750E-01,-6.646790E-02
-7.9898918E-01,-6.860413E-02
-7.9897087E-01,-6.738342E-02
-7.9895256E-01,-6.662048E-02
-7.9893425E-01,-6.951965E-02
-7.9891594E-01,-6.890930E-02
-7.9889762E-01,-6.677307E-02
-7.9887931E-01,-6.524719E-02
-7.9886100E-01,-6.601013E-02
-7.9884269E-01,-6.417908E-02
-7.9882438E-01,-6.097473E-02
-7.9880606E-01,-6.127991E-02
-7.9878775E-01,-6.280579E-02
-7.9876944E-01,-6.005920E-02
-7.9875113E-01,-5.746521E-02
-7.9873282E-01,-5.822815E-02
-7.9871450E-01,-5.609192E-02
-7.9869619E-01,-5.242981E-02
-7.9867788E-01,-5.075134E-02
-7.9865957E-01,-4.998840E-02
-7.9864126E-01,-4.830994E-02
-7.9862294E-01,-4.296936E-02
-7.9860463E-01,-4.205383E-02
-7.9858632E-01,-3.991760E-02
-7.9856801E-01,-3.732361E-02
-7.9854970E-01,-3.533997E-02
-7.9853138E-01,-3.595032E-02
-7.9851307E-01,-3.656067E-02
-7.9849476E-01,-3.305115E-02
-7.9847645E-01,-3.030457E-02
-7.9845814E-01,-3.106750E-02
-7.9843982E-01,-2.969421E-02
-7.9842151E-01,-2.557434E-02
-7.9840320E-01,-2.435364E-02
-7.9838489E-01,-2.664246E-02
-7.9836658E-01,-2.587952E-02
-7.9834826E-01,-2.343811E-02
-7.9832995E-01,-2.359070E-02
-7.9831164E-01,-2.526917E-02
-7.9829333E-01,-2.557434E-02
-7.9827502E-01,-2.496399E-02
-7.9825670E-01,-2.526917E-02
-7.9823839E-01,-2.572693E-02
-7.9822008E-01,-2.237000E-02
-7.9820177E-01,-1.901306E-02
-7.9818346E-01,-2.008118E-02
-7.9816514E-01,-1.733459E-02
-7.9814683E-01,-1.168884E-02
-7.9812852E-01,-7.721558E-03
-7.9811021E-01,-7.568970E-03
-7.9809190E-01,-4.669800E-03
-7.9807358E-01,3.656006E-04
-7.9805527E-01,6.707764E-04
-7.9803696E-01,2.959595E-03
-7.9801865E-01,9.215698E-03
-7.9800034E-01,1.669250E-02
-7.9798202E-01,2.035461E-02
-7.9796371E-01,2.493225E-02
-7.9794540E-01,3.149353E-02
-7.9792709E-01,3.744446E-02
-7.9790878E-01,4.171692E-02
-7.9789046E-01,4.721008E-02
-7.9787215E-01,5.606018E-02
-7.9785384E-01,6.124817E-02
-7.9783553E-01,6.353699E-02
-7.9781722E-01,6.765686E-02
-7.9779890E-01,7.406555E-02
-7.9778059E-01,7.681213E-02
-7.9776228E-01,7.803284E-02
-7.9774397E-01,8.322083E-02
-7.9772566E-01,8.764587E-02
-7.9770734E-01,8.673035E-02
-7.9768903E-01,8.825623E-02
-7.9767072E-01,9.222351E-02
-7.9765241E-01,9.558044E-02
-7.9763410E-01,9.619080E-02
-7.9761578E-01,9.786926E-02
-7.9759747E-01,1.015314E-01
-7.9757916E-01,1.010736E-01
-7.9756085E-01,1.003107E-01
-7.9754254E-01,1.001581E-01
-7.9752422E-01,1.013788E-01
-7.9750591E-01,9.863220E-02
-7.9748760E-01,9.542786E-02
-7.9746929E-01,9.390198E-02
-7.9745098E-01,9.298645E-02
-7.9743266E-01,8.886658E-02
-7.9741435E-01,8.657776E-02
-7.9739604E-01,8.627258E-02
-7.9737773E-01,8.413635E-02
-7.9735942E-01,8.032166E-02
-7.9734110E-01,7.726990E-02
-7.9732279E-01,7.574402E-02
-7.9730448E-01,7.299744E-02
-7.9728617E-01,6.689392E-02
-7.9726786E-01,6.445251E-02
-7.9724954E-01,6.353699E-02
-7.9723123E-01,5.865417E-02
-7.9721292E-01,5.377136E-02
-7.9719461E-01,5.117737E-02
-7.9717630E-01,4.827820E-02
-7.9715798E-01,4.263245E-02
-7.9713967E-01,3.683411E-02
-7.9712136E-01,3.454529E-02
-7.9710305E-01,2.981506E-02
-7.9708474E-01,2.493225E-02
-7.9706642E-01,2.188049E-02
-7.9704811E-01,2.294861E-02
-7.9702980E-01,2.004944E-02
-7.9701149E-01,1.516663E-02
-7.9699318E-01,1.348816E-02
-7.9697486E-01,1.287781E-02
-7.9695655E-01,1.089417E-02
-7.9693824E-01,9.826050E-03
-7.9691993E-01,1.272522E-02
-7.9690162E-01,1.287781E-02
-7.9688330E-01,8.757935E-03
-7.9686499E-01,6.011353E-03
-7.9684668E-01,6.163940E-03
-7.9682837E-01,4.485474E-03
-7.9681006E-01,1.891479E-03
-7.9679174E-01,1.281128E-03
-7.9677343E-01,9.759521E-04
-7.9675512E-01,-4.822388E-03
-7.9673681E-01,-1.336731E-02
-7.9671850E-01,-1.763977E-02
-7.9670018E-01,-1.992859E-02
-7.9668187E-01,-2.343811E-02
-7.9666356E-01,-2.755798E-02
-7.9664525E-01,-2.725281E-02
-7.9662694E-01,-2.954163E-02
-7.9660862E-01,-3.366150E-02
-7.9659031E-01,-3.610291E-02
-7.9657200E-01,-3.503479E-02
-7.9655369E-01,-3.564514E-02
-7.9653538E-01,-3.839172E-02
-7.9651706E-01,-3.945984E-02
-7.9649875E-01,-3.808655E-02
-7.9648044E-01,-4.083313E-02
-7.9646213E-01,-4.327454E-02
-7.9644382E-01,-4.434265E-02
-7.9642550E-01,-4.373230E-02
-7.9640719E-01,-4.724182E-02
-7.9638888E-01,-5.029358E-02
-7.9637057E-01,-5.014099E-02
-7.9635226E-01,-5.227722E-02
-7.9633394E-01,-5.853333E-02
-7.9631563E-01,-6.265320E-02
-7.9629732E-01,-6.555237E-02
-7.9627901E-01,-7.074036E-02
-7.9626070E-01,-7.714905E-02
-7.9624238E-01,-7.898010E-02
-7.9622407E-01,-7.730164E-02
-7.9620576E-01,-7.867493E-02
-7.9618745E-01,-8.111633E-02
-7.9616914E-01,-7.928528E-02
-7.9615082E-01,-7.821716E-02
-7.9613251E-01,-7.760681E-02
-7.9611420E-01,-7.730164E-02
-7.9609589E-01,-7.470764E-02
-7.9607758E-01,-7.333435E-02
-7.9605926E-01,-7.455505E-02
-7.9604095E-01,-7.394470E-02
-7.9602264E-01,-7.089294E-02
-7.9600433E-01,-6.845154E-02
-7.9598602E-01,-6.845154E-02
-7.9596770E-01,-6.326355E-02
-7.9594939E-01,-5.792297E-02
-7.9593108E-01,-5.578674E-02
-7.9591277E-01,-5.365051E-02
-7.9589446E-01,-4.983582E-02
-7.9587614E-01,-4.754700E-02
-7.9585783E-01,-4.769958E-02
-7.9583952E-01,-4.830994E-02
-7.9582121E-01,-4.647888E-02
-7.9580290E-01,-4.708923E-02
-7.9578458E-01,-5.014099E-02
-7.9576627E-01,-4.846252E-02
-7.9574796E-01,-4.312195E-02
-7.9572965E-01,-3.869690E-02
-7.9571134E-01,-3.595032E-02
-7.9569302E-01,-2.954163E-02
-7.9567471E-01,-2.282776E-02
-7.9565640E-01,-1.641907E-02
-7.9563809E-01,-8.942261E-03
-7.9561978E-01,1.738892E-03
-7.9560146E-01,1.318298E-02
-7.9558315E-01,1.928650E-02
-7.9556484E-01,2.661072E-02
-7.9554653E-01,3.637634E-02
-7.9552822E-01,4.370056E-02
-7.9550990E-01,5.071960E-02
-7.9549159E-01,5.667053E-02
-7.9547328E-01,6.475769E-02
-7.9545497E-01,6.948792E-02
-7.9543666E-01,7.299744E-02
-7.9541834E-01,7.955872E-02
-7.9540003E-01,8.688293E-02
-7.9538172E-01,8.779846E-02
-7.9536341E-01,8.703552E-02
-7.9534510E-01,8.703552E-02
-7.9532678E-01,8.612000E-02
-7.9530847E-01,8.184753E-02
-7.9529016E-01,7.925354E-02
-7.9527185E-01,7.955872E-02
-7.9525354E-01,7.726990E-02
-7.9523522E-01,7.147156E-02
-7.9521691E-01,6.948792E-02
-7.9519860E-01,6.918274E-02
-7.9518029E-01,6.704651E-02
-7.9516198E-01,6.323181E-02
-7.9514366E-01,6.262146E-02
-7.9512535E-01,6.323181E-02
-7.9510704E-01,6.018005E-02
-7.9508873E-01,5.621277E-02
-7.9507042E-01,5.544983E-02
-7.9505210E-01,5.407654E-02
-7.9503379E-01,5.026184E-02
-7.9501548E-01,4.629456E-02
-7.9499717E-01,4.415833E-02
-7.9497886E-01,4.156433E-02
-7.9496054E-01,3.683411E-02
-7.9494223E-01,3.362976E-02
-7.9492392E-01,3.195129E-02
-7.9490561E-01,2.630554E-02
-7.9488730E-01,1.913391E-02
-7.9486898E-01,1.531921E-02
-7.9485067E-01,9.520874E-03
-7.9483236E-01,3.417358E-03
-7.9481405E-01,-2.228394E-03
-7.9479574E-01,-2.991333E-03
-7.9477742E-01,-6.348267E-03
-7.9475911E-01,-1.260437E-02
-7.9474080E-01,-1.550354E-02
-7.9472249E-01,-1.672424E-02
-7.9470418E-01,-1.886047E-02
-7.9468586E-01,-2.084412E-02
-7.9466755E-01,-2.084412E-02
-7.9464924E-01,-1.825012E-02
-7.9463093E-01,-2.084412E-02
-7.9461262E-01,-2.481140E-02
-7.9459430E-01,-2.801575E-02
-7.9457599E-01,-3.045715E-02
-7.9455768E-01,-3.640808E-02
-7.9453937E-01,-4.281677E-02
-7.9452106E-01,-4.678406E-02
-7.9450274E-01,-5.258240E-02
-7.9448443E-01,-5.914368E-02
-7.9446612E-01,-6.463684E-02
-7.9444781E-01,-6.555237E-02
-7.9442950E-01,-6.814636E-02
-7.9441118E-01,-7.089294E-02
-7.9439287E-01,-7.226624E-02
-7.9437456E-01,-7.196106E-02
-7.9435625E-01,-7.333435E-02
-7.9433794E-01,-7.486023E-02
-7.9431962E-01,-7.318176E-02
-7.9430131E-01,-7.318176E-02
-7.9428300E-01,-7.547058E-02
-7.9426469E-01,-7.669128E-02
-7.9424638E-01,-7.516541E-02
-7.9422806E-01,-7.409729E-02
-7.9420975E-01,-7.516541E-02
-7.9419144E-01,-7.516541E-02
-7.9417313E-01,-7.562317E-02
-7.9415482E-01,-7.531799E-02
-7.9413650E-01,-7.714905E-02
-7.9411819E-01,-7.730164E-02
-7.9409988E-01,-7.699646E-02
-7.9408157E-01,-8.050598E-02
-7.9406326E-01,-8.416809E-02
-7.9404494E-01,-8.447327E-02
-7.9402663E-01,-8.355774E-02
-7.9400832E-01,-8.447327E-02
-7.9399001E-01,-8.538879E-02
-7.9397170E-01,-8.126892E-02
-7.9395338E-01,-7.791199E-02
-7.9393507E-01,-7.608093E-02
-7.9391676E-01,-7.211365E-02
-7.9389845E-01,-6.601013E-02
-7.9388014E-01,-6.112732E-02
-7.9386182E-01,-5.868591E-02
-7.9384351E-01,-5.365051E-02
-7.9382520E-01,-4.739441E-02
-7.9380689E-01,-4.296936E-02
-7.9378858E-01,-4.083313E-02
-7.9377026E-01,-3.366150E-02
-7.9375195E-01,-2.664246E-02
-7.9373364E-01,-2.282776E-02
-7.9371533E-01,-1.657166E-02
-7.9369702E-01,-8.942261E-03
-7.9367870E-01,-3.449097E-03
-7.9366039E-01,-2.533569E-03
-7.9364208E-01,3.656006E-04
-7.9362377E-01,6.163940E-03
-7.9360546E-01,9.978638E-03
-7.9358714E-01,1.287781E-02
-7.9356883E-01,1.760803E-02
-7.9355052E-01,2.325378E-02
-7.9353221E-01,2.416931E-02
-7.9351390E-01,2.615295E-02
-7.9349558E-01,3.134094E-02
-7.9347727E-01,3.820740E-02
-7.9345896E-01,4.324280E-02
-7.9344065E-01,4.782043E-02
-7.9342234E-01,5.560242E-02
-7.9340402E-01,6.094299E-02
-7.9338571E-01,6.582581E-02
-7.9336740E-01,7.192932E-02
-7.9334909E-01,8.032166E-02
-7.9333078E-01,8.642517E-02
-7.9331246E-01,8.901917E-02
-7.9329415E-01,9.481750E-02
-7.9327584E-01,9.954773E-02
-7.9325753E-01,1.006158E-01
-7.9323922E-01,1.012262E-01
