in s,C1 in V
-1.6811184E+00,1.35254E-01
-1.6810872E+00,1.32324E-01
-1.6810560E+00,1.30371E-01
-1.6810248E+00,1.30371E-01
-1.6809936E+00,1.30371E-01
-1.6809624E+00,1.30371E-01
-1.6809312E+00,1.31348E-01
-1.6809000E+00,1.32324E-01
-1.6808688E+00,1.27441E-01
-1.6808376E+00,1.28418E-01
-1.6808064E+00,1.26465E-01
-1.6807752E+00,1.23535E-01
-1.6807440E+00,1.25488E-01
-1.6807128E+00,1.18652E-01
-1.6806816E+00,1.24512E-01
-1.6806504E+00,1.18652E-01
-1.6806192E+00,1.18652E-01
-1.6805880E+00,1.22559E-01
-1.6805568E+00,1.21582E-01
-1.6805256E+00,1.17676E-01
-1.6804944E+00,1.13770E-01
-1.6804632E+00,1.13770E-01
-1.6804320E+00,1.11816E-01
-1.6804008E+00,1.14746E-01
-1.6803696E+00,1.12793E-01
-1.6803384E+00,1.09863E-01
-1.6803072E+00,1.03027E-01
-1.6802760E+00,1.04980E-01
-1.6802448E+00,1.01074E-01
-1.6802136E+00,1.02051E-01
-1.6801824E+00,9.71680E-02
-1.6801512E+00,9.81445E-02
-1.6801200E+00,9.61914E-02
-1.6800888E+00,9.32617E-02
-1.6800576E+00,9.03320E-02
-1.6800264E+00,9.03320E-02
-1.6799952E+00,8.93555E-02
-1.6799640E+00,8.54492E-02
-1.6799328E+00,8.34961E-02
-1.6799016E+00,8.05664E-02
-1.6798704E+00,7.95898E-02
-1.6798392E+00,8.05664E-02
-1.6798080E+00,7.47070E-02
-1.6797768E+00,7.56836E-02
-1.6797456E+00,7.86133E-02
-1.6797144E+00,7.56836E-02
-1.6796832E+00,7.08008E-02
-1.6796520E+00,6.49414E-02
-1.6796208E+00,6.49414E-02
-1.6795896E+00,6.78711E-02
-1.6795584E+00,6.49414E-02
-1.6795272E+00,6.29883E-02
-1.6794960E+00,6.20117E-02
-1.6794648E+00,6.29883E-02
-1.6794336E+00,5.51758E-02
-1.6794024E+00,5.51758E-02
-1.6793712E+00,5.51758E-02
-1.6793400E+00,5.02930E-02
-1.6793088E+00,4.93164E-02
-1.6792776E+00,5.02930E-02
-1.6792464E+00,4.73633E-02
-1.6792152E+00,4.24805E-02
-1.6791840E+00,4.44336E-02
-1.6791528E+00,4.24805E-02
-1.6791216E+00,4.24805E-02
-1.6790904E+00,4.34570E-02
-1.6790592E+00,4.15039E-02
-1.6790280E+00,3.85742E-02
-1.6789968E+00,3.85742E-02
-1.6789656E+00,3.07617E-02
-1.6789344E+00,3.56445E-02
-1.6789032E+00,2.88086E-02
-1.6788720E+00,3.07617E-02
-1.6788408E+00,3.46680E-02
-1.6788096E+00,2.97852E-02
-1.6787784E+00,2.19727E-02
-1.6787472E+00,2.49023E-02
-1.6787160E+00,2.09961E-02
-1.6786848E+00,2.19727E-02
-1.6786536E+00,1.80664E-02
-1.6786224E+00,1.80664E-02
-1.6785912E+00,1.41602E-02
-1.6785600E+00,1.51367E-02
-1.6785288E+00,1.22070E-02
-1.6784976E+00,9.27734E-03
-1.6784664E+00,8.30078E-03
-1.6784352E+00,1.02539E-02
-1.6784040E+00,4.39453E-03
-1.6783728E+00,4.39453E-03
-1.6783416E+00,1.51367E-02
-1.6783104E+00,7.32422E-03
-1.6782792E+00,8.30078E-03
-1.6782480E+00,9.27734E-03
-1.6782168E+00,1.31836E-02
-1.6781856E+00,1.31836E-02
-1.6781544E+00,9.27734E-03
-1.6781232E+00,8.30078E-03
-1.6780920E+00,1.41602E-02
-1.6780608E+00,1.51367E-02
-1.6780296E+00,2.09961E-02
-1.6779984E+00,2.00195E-02
-1.6779672E+00,1.80664E-02
-1.6779360E+00,2.00195E-02
-1.6779048E+00,2.09961E-02
-1.6778736E+00,2.49023E-02
-1.6778424E+00,2.39258E-02
-1.6778112E+00,2.29492E-02
-1.6777800E+00,2.68555E-02
-1.6777488E+00,2.49023E-02
-1.6777176E+00,2.49023E-02
-1.6776864E+00,3.27148E-02
-1.6776552E+00,3.27148E-02
-1.6776240E+00,3.85742E-02
-1.6775928E+00,3.46680E-02
-1.6775616E+00,3.85742E-02
-1.6775304E+00,3.56445E-02
-1.6774992E+00,3.85742E-02
-1.6774680E+00,3.56445E-02
-1.6774368E+00,4.15039E-02
-1.6774056E+00,4.63867E-02
-1.6773744E+00,4.44336E-02
-1.6773432E+00,4.63867E-02
-1.6773120E+00,4.73633E-02
-1.6772808E+00,5.12695E-02
-1.6772496E+00,4.63867E-02
-1.6772184E+00,5.02930E-02
-1.6771872E+00,5.22461E-02
-1.6771560E+00,4.83398E-02
-1.6771248E+00,5.41992E-02
-1.6770936E+00,5.32227E-02
-1.6770624E+00,5.90820E-02
-1.6770312E+00,5.61523E-02
-1.6770000E+00,5.71289E-02
-1.6769688E+00,6.29883E-02
-1.6769376E+00,6.10352E-02
-1.6769064E+00,6.10352E-02
-1.6768752E+00,6.49414E-02
-1.6768440E+00,6.29883E-02
-1.6768128E+00,6.59180E-02
-1.6767816E+00,6.49414E-02
-1.6767504E+00,6.88477E-02
-1.6767192E+00,6.98242E-02
-1.6766880E+00,7.17773E-02
-1.6766568E+00,7.27539E-02
-1.6766256E+00,7.27539E-02
-1.6765944E+00,7.47070E-02
-1.6765632E+00,7.56836E-02
-1.6765320E+00,7.66602E-02
-1.6765008E+00,7.66602E-02
-1.6764696E+00,8.15430E-02
-1.6764384E+00,7.86133E-02
-1.6764072E+00,8.15430E-02
-1.6763760E+00,8.25195E-02
-1.6763448E+00,8.44727E-02
-1.6763136E+00,7.95898E-02
-1.6762824E+00,8.64258E-02
-1.6762512E+00,8.44727E-02
-1.6762200E+00,8.44727E-02
-1.6761888E+00,8.74023E-02
-1.6761576E+00,8.54492E-02
-1.6761264E+00,9.32617E-02
-1.6760952E+00,9.52148E-02
-1.6760640E+00,9.61914E-02
-1.6760328E+00,9.42383E-02
-1.6760016E+00,9.61914E-02
-1.6759704E+00,9.81445E-02
-1.6759392E+00,9.71680E-02
-1.6759080E+00,9.52148E-02
-1.6758768E+00,9.91211E-02
-1.6758456E+00,1.00098E-01
-1.6758144E+00,1.00098E-01
-1.6757832E+00,1.04004E-01
-1.6757520E+00,1.03027E-01
-1.6757208E+00,1.04004E-01
-1.6756896E+00,1.04980E-01
-1.6756584E+00,1.10840E-01
-1.6756272E+00,1.05957E-01
-1.6755960E+00,1.10840E-01
-1.6755648E+00,1.10840E-01
-1.6755336E+00,1.13770E-01
-1.6755024E+00,1.16699E-01
-1.6754712E+00,1.13770E-01
-1.6754400E+00,1.14746E-01
-1.6754088E+00,1.12793E-01
-1.6753776E+00,1.20605E-01
-1.6753464E+00,1.18652E-01
-1.6753152E+00,1.20605E-01
-1.6752840E+00,1.21582E-01
-1.6752528E+00,1.21582E-01
-1.6752216E+00,1.22559E-01
-1.6751904E+00,1.23535E-01
-1.6751592E+00,1.18652E-01
-1.6751280E+00,1.19629E-01
-1.6750968E+00,1.25488E-01
-1.6750656E+00,1.21582E-01
-1.6750344E+00,1.25488E-01
-1.6750032E+00,1.25488E-01
-1.6749720E+00,1.25488E-01
-1.6749408E+00,1.29395E-01
-1.6749096E+00,1.28418E-01
-1.6748784E+00,1.26465E-01
-1.6748472E+00,1.25488E-01
-1.6748160E+00,1.24512E-01
-1.6747848E+00,1.25488E-01
-1.6747536E+00,1.21582E-01
-1.6747224E+00,1.21582E-01
-1.6746912E+00,1.22559E-01
-1.6746600E+00,1.19629E-01
-1.6746288E+00,1.15723E-01
-1.6745976E+00,1.08887E-01
-1.6745664E+00,1.08887E-01
-1.6745352E+00,1.04004E-01
-1.6745040E+00,1.04004E-01
-1.6744728E+00,9.81445E-02
-1.6744416E+00,9.03320E-02
-1.6744104E+00,8.44727E-02
-1.6743792E+00,8.25195E-02
-1.6743480E+00,7.56836E-02
-1.6743168E+00,7.27539E-02
-1.6742856E+00,7.08008E-02
-1.6742544E+00,6.10352E-02
-1.6742232E+00,5.32227E-02
-1.6741920E+00,4.93164E-02
-1.6741608E+00,4.34570E-02
-1.6741296E+00,4.05273E-02
-1.6740984E+00,3.17383E-02
-1.6740672E+00,2.58789E-02
-1.6740360E+00,2.29492E-02
-1.6740048E+00,1.41602E-02
-1.6739736E+00,1.02539E-02
-1.6739424E+00,5.37109E-03
-1.6739112E+00,-1.46484E-03
-1.6738800E+00,-4.39453E-03
-1.6738488E+00,-1.51367E-02
-1.6738176E+00,-1.70898E-02
-1.6737864E+00,-2.09961E-02
-1.6737552E+00,-2.78320E-02
-1.6737240E+00,-3.27148E-02
-1.6736928E+00,-3.95508E-02
-1.6736616E+00,-4.34570E-02
-1.6736304E+00,-4.93164E-02
-1.6735992E+00,-5.32227E-02
-1.6735680E+00,-5.81055E-02
-1.6735368E+00,-6.29883E-02
-1.6735056E+00,-7.17773E-02
-1.6734744E+00,-7.08008E-02
-1.6734432E+00,-7.95898E-02
-1.6734120E+00,-7.95898E-02
-1.6733808E+00,-8.44727E-02
-1.6733496E+00,-9.22852E-02
-1.6733184E+00,-1.00098E-01
-1.6732872E+00,-1.01074E-01
-1.6732560E+00,-1.05957E-01
-1.6732248E+00,-1.09863E-01
-1.6731936E+00,-1.13770E-01
-1.6731624E+00,-1.20605E-01
-1.6731312E+00,-1.24512E-01
-1.6731000E+00,-1.26465E-01
-1.6730688E+00,-1.29395E-01
-1.6730376E+00,-1.33301E-01
-1.6730064E+00,-1.33301E-01
-1.6729752E+00,-1.37207E-01
-1.6729440E+00,-1.38184E-01
-1.6729128E+00,-1.45996E-01
-1.6728816E+00,-1.45996E-01
-1.6728504E+00,-1.45996E-01
-1.6728192E+00,-1.45020E-01
-1.6727880E+00,-1.47949E-01
-1.6727568E+00,-1.51855E-01
-1.6727256E+00,-1.54785E-01
-1.6726944E+00,-1.52832E-01
-1.6726632E+00,-1.55762E-01
-1.6726320E+00,-1.54785E-01
-1.6726008E+00,-1.60645E-01
-1.6725696E+00,-1.60645E-01
-1.6725384E+00,-1.59668E-01
-1.6725072E+00,-1.63574E-01
-1.6724760E+00,-1.63574E-01
-1.6724448E+00,-1.67480E-01
-1.6724136E+00,-1.69434E-01
-1.6723824E+00,-1.70410E-01
-1.6723512E+00,-1.68457E-01
-1.6723200E+00,-1.68457E-01
-1.6722888E+00,-1.69434E-01
-1.6722576E+00,-1.75293E-01
-1.6722264E+00,-1.71387E-01
-1.6721952E+00,-1.72363E-01
-1.6721640E+00,-1.73340E-01
-1.6721328E+00,-1.71387E-01
-1.6721016E+00,-1.74316E-01
-1.6720704E+00,-1.74316E-01
-1.6720392E+00,-1.76270E-01
-1.6720080E+00,-1.75293E-01
-1.6719768E+00,-1.76270E-01
-1.6719456E+00,-1.78223E-01
-1.6719144E+00,-1.71387E-01
-1.6718832E+00,-1.78223E-01
-1.6718520E+00,-1.75293E-01
-1.6718208E+00,-1.72363E-01
-1.6717896E+00,-1.76270E-01
-1.6717584E+00,-1.76270E-01
-1.6717272E+00,-1.76270E-01
-1.6716960E+00,-1.77246E-01
-1.6716648E+00,-1.75293E-01
-1.6716336E+00,-1.76270E-01
-1.6716024E+00,-1.77246E-01
-1.6715712E+00,-1.78223E-01
-1.6715400E+00,-1.79199E-01
-1.6715088E+00,-1.72363E-01
-1.6714776E+00,-1.74316E-01
-1.6714464E+00,-1.78223E-01
-1.6714152E+00,-1.73340E-01
-1.6713840E+00,-1.70410E-01
-1.6713528E+00,-1.76270E-01
-1.6713216E+00,-1.72363E-01
-1.6712904E+00,-1.71387E-01
-1.6712592E+00,-1.72363E-01
-1.6712280E+00,-1.76270E-01
-1.6711968E+00,-1.71387E-01
-1.6711656E+00,-1.75293E-01
-1.6711344E+00,-1.73340E-01
-1.6711032E+00,-1.73340E-01
-1.6710720E+00,-1.73340E-01
-1.6710408E+00,-1.69434E-01
-1.6710096E+00,-1.71387E-01
-1.6709784E+00,-1.72363E-01
-1.6709472E+00,-1.71387E-01
-1.6709160E+00,-1.71387E-01
-1.6708848E+00,-1.72363E-01
-1.6708536E+00,-1.70410E-01
-1.6708224E+00,-1.68457E-01
-1.6707912E+00,-1.69434E-01
-1.6707600E+00,-1.71387E-01
-1.6707288E+00,-1.65527E-01
-1.6706976E+00,-1.65527E-01
-1.6706664E+00,-1.69434E-01
-1.6706352E+00,-1.72363E-01
-1.6706040E+00,-1.67480E-01
-1.6705728E+00,-1.66504E-01
-1.6705416E+00,-1.71387E-01
-1.6705104E+00,-1.68457E-01
-1.6704792E+00,-1.70410E-01
-1.6704480E+00,-1.71387E-01
-1.6704168E+00,-1.71387E-01
-1.6703856E+00,-1.69434E-01
-1.6703544E+00,-1.71387E-01
-1.6703232E+00,-1.67480E-01
-1.6702920E+00,-1.71387E-01
-1.6702608E+00,-1.74316E-01
-1.6702296E+00,-1.70410E-01
-1.6701984E+00,-1.69434E-01
-1.6701672E+00,-1.72363E-01
-1.6701360E+00,-1.71387E-01
-1.6701048E+00,-1.76270E-01
-1.6700736E+00,-1.67480E-01
-1.6700424E+00,-1.74316E-01
-1.6700112E+00,-1.70410E-01
-1.6699800E+00,-1.74316E-01
-1.6699488E+00,-1.76270E-01
-1.6699176E+00,-1.75293E-01
-1.6698864E+00,-1.74316E-01
-1.6698552E+00,-1.78223E-01
-1.6698240E+00,-1.77246E-01
-1.6697928E+00,-1.77246E-01
-1.6697616E+00,-1.74316E-01
-1.6697304E+00,-1.78223E-01
-1.6696992E+00,-1.75293E-01
-1.6696680E+00,-1.76270E-01
-1.6696368E+00,-1.77246E-01
-1.6696056E+00,-1.76270E-01
-1.6695744E+00,-1.70410E-01
-1.6695432E+00,-1.72363E-01
-1.6695120E+00,-1.69434E-01
-1.6694808E+00,-1.68457E-01
-1.6694496E+00,-1.71387E-01
-1.6694184E+00,-1.70410E-01
-1.6693872E+00,-1.70410E-01
-1.6693560E+00,-1.68457E-01
-1.6693248E+00,-1.67480E-01
-1.6692936E+00,-1.64551E-01
-1.6692624E+00,-1.60645E-01
-1.6692312E+00,-1.60645E-01
-1.6692000E+00,-1.60645E-01
-1.6691688E+00,-1.55762E-01
-1.6691376E+00,-1.53809E-01
-1.6691064E+00,-1.52832E-01
-1.6690752E+00,-1.52832E-01
-1.6690440E+00,-1.46973E-01
-1.6690128E+00,-1.48926E-01
-1.6689816E+00,-1.49902E-01
-1.6689504E+00,-1.45020E-01
-1.6689192E+00,-1.39160E-01
-1.6688880E+00,-1.41113E-01
-1.6688568E+00,-1.41113E-01
-1.6688256E+00,-1.32324E-01
-1.6687944E+00,-1.35254E-01
-1.6687632E+00,-1.34277E-01
-1.6687320E+00,-1.26465E-01
-1.6687008E+00,-1.29395E-01
-1.6686696E+00,-1.27441E-01
-1.6686384E+00,-1.25488E-01
-1.6686072E+00,-1.21582E-01
-1.6685760E+00,-1.21582E-01
-1.6685448E+00,-1.19629E-01
-1.6685136E+00,-1.17676E-01
-1.6684824E+00,-1.14746E-01
-1.6684512E+00,-1.10840E-01
-1.6684200E+00,-1.08887E-01
-1.6683888E+00,-1.10840E-01
-1.6683576E+00,-1.08887E-01
-1.6683264E+00,-1.07910E-01
-1.6682952E+00,-1.04004E-01
-1.6682640E+00,-1.04004E-01
-1.6682328E+00,-1.01074E-01
-1.6682016E+00,-1.02051E-01
-1.6681704E+00,-9.61914E-02
-1.6681392E+00,-9.91211E-02
-1.6681080E+00,-9.13086E-02
-1.6680768E+00,-8.93555E-02
-1.6680456E+00,-8.64258E-02
-1.6680144E+00,-8.54492E-02
-1.6679832E+00,-8.74023E-02
-1.6679520E+00,-8.25195E-02
-1.6679208E+00,-8.25195E-02
-1.6678896E+00,-7.76367E-02
-1.6678584E+00,-8.15430E-02
-1.6678272E+00,-7.56836E-02
-1.6677960E+00,-7.56836E-02
-1.6677648E+00,-7.66602E-02
-1.6677336E+00,-6.98242E-02
-1.6677024E+00,-6.68945E-02
-1.6676712E+00,-6.88477E-02
-1.6676400E+00,-6.78711E-02
-1.6676088E+00,-6.10352E-02
-1.6675776E+00,-6.20117E-02
-1.6675464E+00,-6.00586E-02
-1.6675152E+00,-6.00586E-02
-1.6674840E+00,-5.90820E-02
-1.6674528E+00,-5.51758E-02
-1.6674216E+00,-5.22461E-02
-1.6673904E+00,-5.02930E-02
-1.6673592E+00,-4.63867E-02
-1.6673280E+00,-4.44336E-02
-1.6672968E+00,-4.73633E-02
-1.6672656E+00,-4.54102E-02
-1.6672344E+00,-4.63867E-02
-1.6672032E+00,-4.44336E-02
-1.6671720E+00,-3.66211E-02
-1.6671408E+00,-3.85742E-02
-1.6671096E+00,-3.66211E-02
-1.6670784E+00,-2.97852E-02
-1.6670472E+00,-2.97852E-02
-1.6670160E+00,-2.78320E-02
-1.6669848E+00,-2.97852E-02
-1.6669536E+00,-2.39258E-02
-1.6669224E+00,-2.78320E-02
-1.6668912E+00,-2.29492E-02
-1.6668600E+00,-1.90430E-02
-1.6668288E+00,-1.70898E-02
-1.6667976E+00,-2.09961E-02
-1.6667664E+00,-1.90430E-02
-1.6667352E+00,-1.70898E-02
-1.6667040E+00,-1.80664E-02
-1.6666728E+00,-1.80664E-02
-1.6666416E+00,-1.51367E-02
-1.6666104E+00,-1.02539E-02
-1.6665792E+00,-1.12305E-02
-1.6665480E+00,-4.39453E-03
-1.6665168E+00,-7.32422E-03
-1.6664856E+00,-3.41797E-03
-1.6664544E+00,-1.46484E-03
-1.6664232E+00,-4.88281E-04
-1.6663920E+00,4.88281E-04
-1.6663608E+00,4.88281E-04
-1.6663296E+00,4.88281E-04
-1.6662984E+00,3.41797E-03
-1.6662672E+00,6.34766E-03
-1.6662360E+00,8.30078E-03
-1.6662048E+00,9.27734E-03
-1.6661736E+00,1.61133E-02
-1.6661424E+00,2.09961E-02
-1.6661112E+00,2.09961E-02
-1.6660800E+00,2.49023E-02
-1.6660488E+00,2.39258E-02
-1.6660176E+00,2.88086E-02
-1.6659864E+00,3.36914E-02
-1.6659552E+00,3.36914E-02
-1.6659240E+00,3.36914E-02
-1.6658928E+00,4.24805E-02
-1.6658616E+00,4.73633E-02
-1.6658304E+00,4.63867E-02
-1.6657992E+00,5.32227E-02
-1.6657680E+00,5.51758E-02
-1.6657368E+00,5.41992E-02
-1.6657056E+00,6.00586E-02
-1.6656744E+00,6.10352E-02
-1.6656432E+00,6.49414E-02
-1.6656120E+00,6.59180E-02
-1.6655808E+00,6.78711E-02
-1.6655496E+00,7.56836E-02
-1.6655184E+00,7.86133E-02
-1.6654872E+00,7.56836E-02
-1.6654560E+00,8.44727E-02
-1.6654248E+00,8.34961E-02
-1.6653936E+00,8.83789E-02
-1.6653624E+00,9.13086E-02
-1.6653312E+00,9.03320E-02
-1.6653000E+00,9.32617E-02
-1.6652688E+00,9.52148E-02
-1.6652376E+00,9.42383E-02
-1.6652064E+00,1.00098E-01
-1.6651752E+00,1.00098E-01
-1.6651440E+00,1.03027E-01
-1.6651128E+00,1.06934E-01
-1.6650816E+00,1.06934E-01
-1.6650504E+00,1.15723E-01
-1.6650192E+00,1.14746E-01
-1.6649880E+00,1.20605E-01
-1.6649568E+00,1.22559E-01
-1.6649256E+00,1.22559E-01
-1.6648944E+00,1.31348E-01
-1.6648632E+00,1.30371E-01
-1.6648320E+00,1.27441E-01
-1.6648008E+00,1.31348E-01
-1.6647696E+00,1.35254E-01
-1.6647384E+00,1.36230E-01
-1.6647072E+00,1.41113E-01
-1.6646760E+00,1.38184E-01
-1.6646448E+00,1.41113E-01
-1.6646136E+00,1.41113E-01
-1.6645824E+00,1.41113E-01
-1.6645512E+00,1.43066E-01
-1.6645200E+00,1.42090E-01
-1.6644888E+00,1.47949E-01
-1.6644576E+00,1.42090E-01
-1.6644264E+00,1.44043E-01
-1.6643952E+00,1.43066E-01
-1.6643640E+00,1.44043E-01
-1.6643328E+00,1.43066E-01
-1.6643016E+00,1.45996E-01
-1.6642704E+00,1.42090E-01
-1.6642392E+00,1.40137E-01
-1.6642080E+00,1.38184E-01
-1.6641768E+00,1.43066E-01
-1.6641456E+00,1.42090E-01
-1.6641144E+00,1.41113E-01
-1.6640832E+00,1.33301E-01
-1.6640520E+00,1.31348E-01
-1.6640208E+00,1.36230E-01
-1.6639896E+00,1.33301E-01
-1.6639584E+00,1.34277E-01
-1.6639272E+00,1.29395E-01
-1.6638960E+00,1.28418E-01
-1.6638648E+00,1.29395E-01
-1.6638336E+00,1.26465E-01
-1.6638024E+00,1.21582E-01
-1.6637712E+00,1.23535E-01
-1.6637400E+00,1.20605E-01
-1.6637088E+00,1.24512E-01
-1.6636776E+00,1.18652E-01
-1.6636464E+00,1.18652E-01
-1.6636152E+00,1.14746E-01
-1.6635840E+00,1.16699E-01
-1.6635528E+00,1.15723E-01
-1.6635216E+00,1.07910E-01
-1.6634904E+00,1.10840E-01
-1.6634592E+00,1.10840E-01
-1.6634280E+00,1.05957E-01
-1.6633968E+00,1.05957E-01
-1.6633656E+00,1.01074E-01
-1.6633344E+00,9.81445E-02
-1.6633032E+00,9.61914E-02
-1.6632720E+00,9.91211E-02
-1.6632408E+00,9.42383E-02
-1.6632096E+00,9.42383E-02
-1.6631784E+00,9.03320E-02
-1.6631472E+00,9.13086E-02
-1.6631160E+00,8.44727E-02
-1.6630848E+00,8.74023E-02
-1.6630536E+00,8.54492E-02
-1.6630224E+00,8.05664E-02
-1.6629912E+00,8.25195E-02
-1.6629600E+00,7.56836E-02
-1.6629288E+00,7.86133E-02
-1.6628976E+00,7.27539E-02
-1.6628664E+00,7.76367E-02
-1.6628352E+00,7.27539E-02
-1.6628040E+00,6.98242E-02
-1.6627728E+00,6.88477E-02
-1.6627416E+00,6.68945E-02
-1.6627104E+00,6.78711E-02
-1.6626792E+00,6.29883E-02
-1.6626480E+00,6.00586E-02
-1.6626168E+00,6.20117E-02
-1.6625856E+00,6.00586E-02
-1.6625544E+00,5.71289E-02
-1.6625232E+00,5.41992E-02
-1.6624920E+00,5.32227E-02
-1.6624608E+00,5.32227E-02
-1.6624296E+00,5.32227E-02
-1.6623984E+00,4.83398E-02
-1.6623672E+00,4.63867E-02
-1.6623360E+00,4.54102E-02
-1.6623048E+00,4.44336E-02
-1.6622736E+00,3.95508E-02
-1.6622424E+00,3.75977E-02
-1.6622112E+00,4.54102E-02
-1.6621800E+00,4.15039E-02
-1.6621488E+00,3.95508E-02
-1.6621176E+00,3.66211E-02
-1.6620864E+00,3.46680E-02
-1.6620552E+00,3.07617E-02
-1.6620240E+00,2.49023E-02
-1.6619928E+00,2.68555E-02
-1.6619616E+00,2.88086E-02
-1.6619304E+00,2.97852E-02
-1.6618992E+00,2.09961E-02
-1.6618680E+00,2.49023E-02
-1.6618368E+00,2.39258E-02
-1.6618056E+00,1.80664E-02
-1.6617744E+00,1.80664E-02
-1.6617432E+00,2.09961E-02
-1.6617120E+00,1.51367E-02
-1.6616808E+00,2.00195E-02
-1.6616496E+00,2.09961E-02
-1.6616184E+00,1.61133E-02
-1.6615872E+00,2.00195E-02
-1.6615560E+00,2.39258E-02
-1.6615248E+00,2.19727E-02
-1.6614936E+00,2.58789E-02
-1.6614624E+00,2.39258E-02
-1.6614312E+00,2.68555E-02
-1.6614000E+00,2.97852E-02
-1.6613688E+00,2.49023E-02
-1.6613376E+00,2.97852E-02
-1.6613064E+00,2.97852E-02
-1.6612752E+00,3.36914E-02
-1.6612440E+00,3.17383E-02
-1.6612128E+00,3.36914E-02
-1.6611816E+00,3.85742E-02
-1.6611504E+00,3.66211E-02
-1.6611192E+00,3.66211E-02
-1.6610880E+00,3.66211E-02
-1.6610568E+00,4.15039E-02
-1.6610256E+00,4.54102E-02
-1.6609944E+00,4.15039E-02
-1.6609632E+00,4.54102E-02
-1.6609320E+00,4.63867E-02
-1.6609008E+00,4.63867E-02
-1.6608696E+00,4.73633E-02
-1.6608384E+00,5.02930E-02
-1.6608072E+00,5.61523E-02
-1.6607760E+00,5.12695E-02
-1.6607448E+00,5.51758E-02
-1.6607136E+00,5.81055E-02
-1.6606824E+00,5.90820E-02
-1.6606512E+00,6.10352E-02
-1.6606200E+00,5.61523E-02
-1.6605888E+00,5.90820E-02
-1.6605576E+00,6.78711E-02
-1.6605264E+00,5.90820E-02
-1.6604952E+00,6.68945E-02
-1.6604640E+00,6.78711E-02
-1.6604328E+00,6.59180E-02
-1.6604016E+00,6.68945E-02
-1.6603704E+00,6.78711E-02
-1.6603392E+00,6.68945E-02
-1.6603080E+00,6.88477E-02
-1.6602768E+00,7.08008E-02
-1.6602456E+00,7.56836E-02
-1.6602144E+00,7.56836E-02
-1.6601832E+00,7.76367E-02
-1.6601520E+00,7.66602E-02
-1.6601208E+00,7.66602E-02
-1.6600896E+00,7.95898E-02
-1.6600584E+00,7.95898E-02
-1.6600272E+00,8.25195E-02
-1.6599960E+00,8.05664E-02
-1.6599648E+00,8.44727E-02
-1.6599336E+00,8.44727E-02
-1.6599024E+00,8.44727E-02
-1.6598712E+00,8.74023E-02
-1.6598400E+00,8.54492E-02
-1.6598088E+00,8.93555E-02
-1.6597776E+00,9.03320E-02
-1.6597464E+00,8.93555E-02
-1.6597152E+00,9.32617E-02
-1.6596840E+00,9.81445E-02
-1.6596528E+00,9.52148E-02
-1.6596216E+00,9.32617E-02
-1.6595904E+00,9.52148E-02
-1.6595592E+00,9.71680E-02
-1.6595280E+00,9.71680E-02
-1.6594968E+00,1.01074E-01
-1.6594656E+00,1.00098E-01
-1.6594344E+00,1.01074E-01
-1.6594032E+00,1.06934E-01
-1.6593720E+00,1.04980E-01
-1.6593408E+00,1.08887E-01
-1.6593096E+00,1.04980E-01
-1.6592784E+00,1.04004E-01
-1.6592472E+00,1.07910E-01
-1.6592160E+00,1.08887E-01
-1.6591848E+00,1.13770E-01
-1.6591536E+00,1.12793E-01
-1.6591224E+00,1.12793E-01
-1.6590912E+00,1.10840E-01
-1.6590600E+00,1.15723E-01
-1.6590288E+00,1.10840E-01
-1.6589976E+00,1.16699E-01
-1.6589664E+00,1.15723E-01
-1.6589352E+00,1.18652E-01
-1.6589040E+00,1.22559E-01
-1.6588728E+00,1.16699E-01
-1.6588416E+00,1.19629E-01
-1.6588104E+00,1.20605E-01
-1.6587792E+00,1.20605E-01
-1.6587480E+00,1.23535E-01
-1.6587168E+00,1.25488E-01
-1.6586856E+00,1.22559E-01
-1.6586544E+00,1.26465E-01
-1.6586232E+00,1.30371E-01
-1.6585920E+00,1.28418E-01
-1.6585608E+00,1.25488E-01
-1.6585296E+00,1.25488E-01
-1.6584984E+00,1.29395E-01
-1.6584672E+00,1.33301E-01
-1.6584360E+00,1.30371E-01
-1.6584048E+00,1.30371E-01
-1.6583736E+00,1.29395E-01
-1.6583424E+00,1.33301E-01
-1.6583112E+00,1.35254E-01
-1.6582800E+00,1.31348E-01
-1.6582488E+00,1.34277E-01
-1.6582176E+00,1.38184E-01
-1.6581864E+00,1.33301E-01
-1.6581552E+00,1.37207E-01
-1.6581240E+00,1.35254E-01
-1.6580928E+00,1.33301E-01
-1.6580616E+00,1.29395E-01
-1.6580304E+00,1.28418E-01
-1.6579992E+00,1.24512E-01
-1.6579680E+00,1.24512E-01
-1.6579368E+00,1.21582E-01
-1.6579056E+00,1.16699E-01
-1.6578744E+00,1.13770E-01
-1.6578432E+00,1.10840E-01
-1.6578120E+00,1.04980E-01
-1.6577808E+00,1.03027E-01
-1.6577496E+00,9.91211E-02
-1.6577184E+00,9.52148E-02
-1.6576872E+00,8.83789E-02
-1.6576560E+00,7.56836E-02
-1.6576248E+00,7.56836E-02
-1.6575936E+00,7.27539E-02
-1.6575624E+00,6.29883E-02
-1.6575312E+00,5.71289E-02
-1.6575000E+00,5.51758E-02
-1.6574688E+00,4.34570E-02
-1.6574376E+00,4.24805E-02
-1.6574064E+00,3.95508E-02
-1.6573752E+00,3.17383E-02
-1.6573440E+00,2.58789E-02
